Feedback Received Date,Feedback Description,User's Quote,Rating,URLs,Extension,Source,Focus Area,Shared to Airtable by
"April 29, 2020",STUPID AND NEVER AGAIN,"So, spent $199 on the Memberships plug in. Would not work. Logged in to my WooCommerce account for support. Clicked support only to get a message that I an only access the support area after email verification. Ensured email verification was done , checked 5 times, logged out and then back in as instructed, still no access to the support area EVEN THOUGH I WAS LOGGED IN! So, obviously if their process is broken, you are just out of luck. Uh…how do you submit a support ticket or GET SUPPORT for that issue….if you cannot access the support area? Will NEVER USE WooCommerce again. Wasted hours of my time for absolutely nothing. RIDICULOUS!!!!!!!",1,https://wordpress.org/support/topic/stupid-and-never-again/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 26, 2020",ERROR 4.2.1 (plus previous review Gutenberg Editor – missing categories and tags,"Empty directory after latest update !
Now my visitors can’t view my products 🙁
_______________________________________________________________________________
After I enabled Gutenberg to my Woocommerce products, the product tags and categories was missing. I managed to get it back though.
So I would be very grateful if you could please add these lines in class-wc-post-types.php until next update:
 'show_in_rest' 	=> true,
'supports' 		=> array('editor'),
Thank you!
/Caroline
	
		This topic was modified 3 years, 4 months ago by caroline.",1,https://wordpress.org/support/topic/gutenberg-editor-missing-categories-and-tags/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 26, 2020",greatting,"great wonderful awesome
the power of wordpress is woocommerce",5,https://wordpress.org/support/topic/greatting/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 26, 2020",Непрофессионально,"Версия:4.0.1
созданные самим же плагином тумбы не проверяются на возможное и НУЖНОЕ использование.
дупликация товаров происходит по клику, без предупреждения.
все магазины на воо похожи как близнецы, из-за мизерного функционала, несмотря на все старания разработчиков тем.
платные плагины на воо вдвое дороже средней цены на рынке. (код на плагиат даже смотреть не стал)
дареный конь-зубы, но есть домохозяйки-мидлюзеры, которые обгонят бетатестеров всего млечного пути, а защиты от слона в посудной лавке (ака мелком магазине или от “дурака”) у воо нет.
работайте братья (с)",1,https://wordpress.org/support/topic/%d0%bd%d0%b5%d0%bf%d1%80%d0%be%d1%84%d0%b5%d1%81%d1%81%d0%b8%d0%be%d0%bd%d0%b0%d0%bb%d1%8c%d0%bd%d0%be/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 23, 2020",Great plugin for eCommerce,"Its easy to setup ecommerce with Woocommerce, thank you.",5,https://wordpress.org/support/topic/great-plugin-for-ecommerce-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 23, 2020",It’s classic,This plugin is a classic solution for ecommerce. But its settings are not always clear. Thanks God thery have tons of documentation)),4,https://wordpress.org/support/topic/its-classic/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 23, 2020",Best Ecommerce Platform for WordPress,Best Ecommerce Platform for WordPress,5,https://wordpress.org/support/topic/best-ecommerce-platform-for-wordpress/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 22, 2020",Nice E-commerce Activity,"I love this e-commerce activity in my webapp and its beautiful creation. Thank You to WOO TEAM
	
		This topic was modified 3 years, 6 months ago by m181024m.",5,https://wordpress.org/support/topic/nice-e-commerce-activity/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 21, 2020",Awesome,Woocommerce is a one of a kind ecommerce solution.,5,https://wordpress.org/support/topic/awesome-7623/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 21, 2020",Out-of-the-box awesome,"We have found WooCommerce to be wonderful for our needs with an option for most everything we were looking for.  It works fantastic with the Flatsome Theme and LearnDash.  It plays nice with other plugins.  Well formatted and attractive with our Themes different layouts.
   Our only disappointment was the need for plugins to handle different product listings that go beyond just simple, variable and grouped.  We would have given a 5 star rating if there was at least a text box for a customer to provide a little info as this would provide a work around for many unique product listing needs.",4,https://wordpress.org/support/topic/out-of-the-box-awesome/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 21, 2020",4,"4
	
		This topic was modified 3 years, 6 months ago by jd.",1,https://wordpress.org/support/topic/upgrade-to-4-0-broke-my-website/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 17, 2020",Good plugin for ecommerce,Good plugin and works like a charm.,5,https://wordpress.org/support/topic/good-plugin-for-ecommerce/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 16, 2020",Clumsy and unsophisticated,"Like so many WordPress plugins, you would think this had been written about 20 years ago.  All the shop items have to be created as a wordpress page. I deleted it soon after installing, when I realised how bad it was.  But the worst thing was that several hours later I realised it had changed my default home page to its ugly shop page, which was still there even though the plugin was gone.",1,https://wordpress.org/support/topic/clumsy-and-unsophisticated/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 13, 2020",4.0 update images missing,I am PISSED off I have a highly trafficked store and with this last update my images are not showing up on my products. I don’t want this I need the precious version or this to be fixed ASAP I wasn’t have any problem with anything until this update.,5,https://wordpress.org/support/topic/4-0-update-images-missing/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 30, 2020",Horrible and slow new dashboard,"Like so many others have mentioned this new dashboard with WC 4.0 is horrible bloatware and takes heaps of unnecessary resources.
It is appallingly slow takes ages to load, is full of bugs where some items do not load, seems to uses heaps of REST API calls and java to load data into the blank tables. For the majority of shop managers and site admins this produces no additional benefits, instead it makes duplicate tables in the database is also a total waste of system resources.
This should not and never have been made part of the WC core, it would be provided as an optional plugin which those who want it can optionally load.
It would have been much better us of resources if Automatic had focused on addressing many of the systemic database issues (such as separating orders, products and such out from the posts table) rather than introducing this bloatware.
I am advising every client not to go near WC4.0, until this bloatware is removed.  I do know many who are starting to look at alternatives as well.",1,https://wordpress.org/support/topic/horrible-and-slow-new-dashboard/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 11, 2020",Perfect shop,This is really perfect shop. So flexible with high performance. Thanks!,5,https://wordpress.org/support/topic/perfect-shop-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 6, 2020",Excellent for a (very) small business,"Super-happy with Woocommerce for our very small store. Was up and selling products in a day! We’ll be growing our products slowly, but have no doubt Woo will continue to be a great tool.",5,https://wordpress.org/support/topic/excellent-for-a-very-small-business/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 31, 2020",review to woocommerce,"great plugin ,whole of choiches and always uptodate",5,https://wordpress.org/support/topic/review-to-woocommerce/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 26, 2020",Remove sticky top bar,"Remove sticky top bar please, it doesn’t help but takes page space.",3,https://wordpress.org/support/topic/remove-sticky-top-bar/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 26, 2020",Site crashed after update,"Why do you publish an update which causes so much harm?!?!
Would be nice if you can provide the previous version.",1,https://wordpress.org/support/topic/site-crashed-after-update-8/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 25, 2020","4.0 is a mistake, not usable","Very low performance after update. I thought they add admin plugin to main plugin because fixing low performance of the first one.
	
		This topic was modified 3 years, 7 months ago by rarodev.",1,https://wordpress.org/support/topic/4-0-is-a-mistake-not-usable/,WooCommerce,.org Product Review,TBD,.org review harvester
"June 3, 2020","Beware, you can’t change the image size in the product page layout","Please developers who set up webshops!
Don’t rely on Woocommerce because you will be disappointed with the way templates work. Because Woocommerce uses a custom page template, most themes will put that behind a paywall.
Leaving you only allowed to edit the blog and page template, and not the product page.
Also they use a hierarchy so you have to edit the order of meta details.
I have never seen such a poorly written plugin before.
PLEASE STAY ALERT
DON’T DOWNLOAD IF YOU ARE NOT SURE WHAT YOU ARE DOING!!
	
		This topic was modified 3 years, 7 months ago by blauwevogel.",1,https://wordpress.org/support/topic/beware-you-cant-change-the-image-size-in-the-product-page-layout/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 2, 2020",The latest update doesn’t work correctly,My website was broken with the last update. It only works correctly if I disable woocommerce. The latest update does not work.,2,https://wordpress.org/support/topic/the-latest-update-doesnt-work-correctly/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 20, 2020",I love WooCommerce but…,"WooCommerce Admin is a pile of $#!&!!! Why on earth would you foist something on us that no one wanted to begin with? At least let us have the option of disabling it.
I suppose it may be time to consider another ecommerce add-on…
#Changed my review and rating because the author responded with a solid and acceptable solution – see my added comment below
	
		This topic was modified 3 years, 6 months ago by hurri500.",4,https://wordpress.org/support/topic/i-love-woocommerce-but/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 20, 2020",Order details are not received with new version.,"I updated to the latest version 4.0.1, and the detail of the orders are empty. We cannot know what customers bought.
I had to immediately go back to version 3.9.2
This is unfortunate.",1,https://wordpress.org/support/topic/order-details-are-not-received-with-new-version/,WooCommerce,.org Product Review,TBD,.org review harvester
"April 2, 2020",my website crash after this last update,"Hi, 
I updated the woocomerce with this latest version and my website currently under construction crashed directly. Luckily I made a backup after installing version 4.0. I use the woocomerce addons and the woocomerce jet crocoblock extension and everything was working perfectly until this last update . What can I do to continue with the new woocommerce update?",1,https://wordpress.org/support/topic/my-website-crash-after-this-last-update/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 19, 2020",Members,"Hi I am using the members plugin along with Elementor. I created some sections via elementor and I want this custom sections to be viewed only by members who have subscribed, but its not working. only shortcodes work to protect content, but the only con is that it doesn’t show the notification message that that particular content is for only members.",5,https://wordpress.org/support/topic/members-11/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 21, 2020",I hate that banner!!,I hate that banner!!  “WooCommerce database update done”.   Take it AWAY!!,5,https://wordpress.org/support/topic/i-hate-that-banner/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 19, 2020",4.0 is a performance killer,"Literally nobody was happy about the Woocommerce Admin plugin before this update. We still had the choice not to install it. 
But now you have implemented it as a core functionality of Woocommerce, and it is a total performance killer. Everything is slow as hell and everything in the backend takes ages to load, save, update, etc… Not to mention that you need to scan your whole database in order to import the data you already have. 
Please, release a minor update with an option to disable this functionality until it works as it should. 
If you have not updated your Woocommerce installation, I recommend you not to do it yet until they solve this joke of an update.
	
		This topic was modified 3 years, 7 months ago by lilastore.
	
	
		This topic was modified 3 years, 7 months ago by lilastore.",1,https://wordpress.org/support/topic/4-0-is-a-performance-killer/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 19, 2020","v4.0 update, so very very poor","The woocommerce admin dashboard plugin pre v4.0 was poor, terrible performance yet you have still pursued this and baked it into the latest version. 
I have no idea what platform you are testing on but in the real world this simply *crushes* performance both on upgrades and fresh installs.
The whole release feels like you just wanted to add *eye candy* and would hazard a guess that most users simply do not need these features.
With countless quality of life features still missing from WooCommerce I think it incredible that this is what you have chosen to pursue for the latest major version.
	
		This topic was modified 3 years, 7 months ago by Howie.
	
	
		This topic was modified 3 years, 7 months ago by Howie.",1,https://wordpress.org/support/topic/v4-0-update-so-very-very-poor/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 18, 2020",Dashboard doesn’t show orders before the 4.0 update!!!,"Hi. After updating the plugin to the 4.0 version, the woocommerce dashboard no longer shows the orders that were made before the update. Fyi, I have updated the woocommerce database too. Please rectify these errors in the next update. Thanks in advance.",3,https://wordpress.org/support/topic/dashboard-doesnt-show-orders-before-the-4-0-update/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 24, 2020",Terrible the last update! Very bad!,"The last update caused the website to be destabilized. The page became completely slow, and even editing it became a challenge because the page falls constantly and must be reloaded. WordPress became completely slow! Terrible update!",1,https://wordpress.org/support/topic/terrible-the-last-update-very-bad/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 19, 2020",Disappointed with 4.0 for Admin Performance,"I really love WooCommerce and have developed several sites with it.  However, the 4.0 update I feel has really made the Admin super slow.  On a live vs. staging site with all factors being equal, the staging site which is on WC 4.0 loads admin pages 75% slower than the live site using WC 3.9.3.  This is somewhat disappointing. A lot of bloat for the back-end which seems mostly un-necessary, and there’s no option to turn off these features.
	
		This topic was modified 3 years, 7 months ago by thehowarde.",3,https://wordpress.org/support/topic/disappointed-with-4-0-for-admin-performance/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 12, 2020",Create effective ecommerce sites with ease,"The freedom to create effective ecommerce sites with ease, without the complication of dedicated CMS (such as Prestashop or Magento).",5,https://wordpress.org/support/topic/create-effective-ecommerce-sites-with-ease/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 16, 2020",NO Analytics!,Please provide an option to delete or hide the new Analytics! Not everyone has big a store that needs data analysis!!!,1,https://wordpress.org/support/topic/no-analytics-4/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 12, 2020",Thank you..,"Thank you for the 4.0 update that fucked up my shop.
Once again WooCommerce shows that is a piece of shit.
Goodbye WordPress and WooCommerce.",1,https://wordpress.org/support/topic/thank-you-2284/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 10, 2020",80,"good job
Keep up the power",5,https://wordpress.org/support/topic/80-158/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 9, 2020",Use WordPress & WooCommerce to Sell Online,"Use WordPress & WooCommerce to Sell Online
When I tried to create my first e-commerce in 2011 I failed with Magento and and other complicated platforms.
The combination of WordPress with WooCommerce is by far the most powerful online e-commerce platform if you want to keep things simple and effective.
I know you build beautiful web-shops with it. I use it for one product stores or for people who want to sell just a few products as extra revenue stream for their website.
Adding a simple digital product to your self hosted website is by far the number one method to monetize your content rich website. It outperforms google adsense or affiliate marketing by far because YOU keep all the profit.
That is also the reason why I personally would never go with Shopify. That is simply giving away your money!
Tip: to get rid of features you do not need, use the default customizer to add extra CSS. Code snippets are widely available to make quick fixes.",5,https://wordpress.org/support/topic/use-wordpress-woocommerce-to-sell-online/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 6, 2020",Perfect,Just perfect,5,https://wordpress.org/support/topic/perfect-6953/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 4, 2020",best free system,woocommerce is the best selling plateform,5,https://wordpress.org/support/topic/best-free-system/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 3, 2020",Good!+++,Good!+++,5,https://wordpress.org/support/topic/good-5139/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 3, 2020",Good,good,5,https://wordpress.org/support/topic/good-5135/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 2, 2020",All good,"Great docs, a bit hard to use at the beginning but worth it.",5,https://wordpress.org/support/topic/all-good-82/,WooCommerce,.org Product Review,TBD,.org review harvester
"March 2, 2020",It is good!,It is good!,5,https://wordpress.org/support/topic/it-is-good-21/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 28, 2020",Plugin a pagamento,"Dopo l’ultimo aggiornamento, il plugin si è ridimensionato e tante applicazioni non funzionano più, purtroppo bisogna attivare la funzione PRO 🙁
	
		This topic was modified 3 years, 8 months ago by cantinamonticello.",1,https://wordpress.org/support/topic/plugin-a-pagamento/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 27, 2020",Amazing E-commerce plugin,"It’s just amazing how many features and tools Woocommerce has, and for free! Best plugin ever!",5,https://wordpress.org/support/topic/amazing-e-commerce-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 26, 2020",Multi functional and professional solution,This is really one of the greatest plugin for the wordpress you can have for commercial website. I’m using this plugin almost for every website. I’m really happy user.,5,https://wordpress.org/support/topic/multi-functional-and-professional-solution/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 24, 2020",This is free???,"Can it be better?
Thanks Woocommerce team for your time, patience, and knowlege! And I can’t emphasize this thank enough!!",5,https://wordpress.org/support/topic/this-is-free-4/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 23, 2020",Maravilhoso!!!,plug and play! Obrigdo,5,https://wordpress.org/support/topic/maravilhoso-25/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 21, 2020",very helpful,"very helpful,
Thank you very much !",5,https://wordpress.org/support/topic/very-helpful-830/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 20, 2020",Everything is ok!,Everything works perfect!,5,https://wordpress.org/support/topic/everything-is-ok-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 20, 2020",wow,great plugin!!!,5,https://wordpress.org/support/topic/wow-727/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 19, 2020",Awesome,Incredible powerful yet easy to work with,5,https://wordpress.org/support/topic/awesome-7452/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 19, 2020",Woocommerce is user friendly and theme friendly,"i am creating my own store with a custom theme.
and woo-commerce made my life so easy with their docs and the functionality the plugin supply.",5,https://wordpress.org/support/topic/woocommerce-is-user-friendly-and-theme-friendly/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 19, 2020",Espectacular!,"Muy fácil, estable y práctico para armar una tienda.
Felicitaciones!!!",5,https://wordpress.org/support/topic/espectacular-24/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 18, 2020",Unbelievable quality plugin,The best ecommerce solution for the wordpress. Wide range of the functionality and so comfortable interface. Thanks!,5,https://wordpress.org/support/topic/unbelievable-quality-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 17, 2020",Great plugin! ;),Great plugin! 😉,5,https://wordpress.org/support/topic/great-plugin-24804/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 17, 2020",Amazing solution,Most customizable and powerfull solution for easy e-commerce setup!,5,https://wordpress.org/support/topic/amazing-solution-5/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 17, 2020",Другого и не пробовала!,"Меня обучили работать, именно, в этой системе, пока всё устраивает.",5,https://wordpress.org/support/topic/%d0%b4%d1%80%d1%83%d0%b3%d0%be%d0%b3%d0%be-%d0%b8-%d0%bd%d0%b5-%d0%bf%d1%80%d0%be%d0%b1%d0%be%d0%b2%d0%b0%d0%bb%d0%b0/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 15, 2020",Marking unsolved topics as solved,"I think its not a good behavior to mark unsolved topic as solved:
https://wordpress.org/support/topic/woocommerce-rest-api-how-to-query-products-with-specific-attribute-term/",1,https://wordpress.org/support/topic/marking-unsolved-topics-as-solved/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 15, 2020",Great E-commerce system,"Amazing system and fully usable at no cost.
Thanks!",5,https://wordpress.org/support/topic/great-e-commerce-system/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 13, 2020",perfecto,siempre trabajo con woocommerce,5,https://wordpress.org/support/topic/perfecto-193/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 12, 2020",Easy and Powerful WordPress E-Commerce,WooCommerce is easy to use yet powerful WordPress e-commerce platform that I use on my website also on clients website.,5,https://wordpress.org/support/topic/easy-and-powerful-wordpress-e-commerce/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 11, 2020",Ugly theme set as default when installing the plugin.,"I was running a Google ads campaign on a site. Google charging me even 4-10 dollars by click, I want my site to be at its best. I just installed Woo Commerce thinking in a future catalog but I never realized Woocommerce just changed my theme by their awful ugly one.
I just wasted 200 USD sending people to an ugly site before realizing the change Woocommerce did to my site getting 80% of rebound and 0.01 of session time.
PLEASE ASK THE USERS IF THEY WANT TO USE YOUR DAMN UGLY THEME FIRST!!!",1,https://wordpress.org/support/topic/ugly-theme-set-as-default-when-installing-the-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 11, 2020",Magnificent,Super extension with unlimited applications,5,https://wordpress.org/support/topic/magnificent-29/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 7, 2020",Most effective WordPress E-commerce plugin,"Its complex at the start but once you put some effort in it to learn the ins and outs, it becomes a very powerful e-commerce platform that can do almost anything you need.",5,https://wordpress.org/support/topic/most-effective-wordpress-e-commerce-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 7, 2020",Tiene errores,Da muchos problemas con la integración.,1,https://wordpress.org/support/topic/tiene-errores/,WooCommerce,.org Product Review,TBD,.org review harvester
"February 1, 2020",This is unbelievable multi-functional shopping cart,Unbelievable multi-functional shopping cart with so wide range of the possibilities. I’m really happy this solution on my website. A+++,5,https://wordpress.org/support/topic/this-is-unbelievable-multi-functional-shopping-cart/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 30, 2020",Só alegria!!!,"Cada vez mais me surpreendo com a versatilidade do plugin, não somente para ecommerce como também outros projetos.",5,https://wordpress.org/support/topic/so-alegria/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 29, 2020",Muito bom,Estou satisfeito com o que a ferramenta esta entregando.,5,https://wordpress.org/support/topic/muito-bom-1048/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 29, 2020",The best plugin for wordpress!,The best plugin for wordpress! It offers endless possibilities for free!!! Thank you!!!!,5,https://wordpress.org/support/topic/the-best-plugin-for-wordpress-7/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 28, 2020",It is good!,it is simply good and easy to use.,5,https://wordpress.org/support/topic/it-is-good-20/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 27, 2020",Flexible and extendable.,"I am not surprised WooCommerce is the no.1 e-commerce platform globally. It’s flexible and extendable! WooCommerce is my choice platform for building e-commerce sites, anytime, any day!",5,https://wordpress.org/support/topic/flexible-and-extendable/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 26, 2020",Not recognizing payments,"The plugin is awesome, but i still have some issues. Woocommerce is not recognizing the portuguese If Then Pay method. The client is not receiving the final message when the payment is done and i can’t find where to put this support ticket anywhere. So the client never receives the message of “payment completed”. I would really appreciate your help.",5,https://wordpress.org/support/topic/not-recognizing-payments/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 25, 2020",Works great,"Works great
	
		This topic was modified 3 years, 9 months ago by raiqaliyev.",5,https://wordpress.org/support/topic/works-great-6428/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 23, 2020",in case of stuck db update,"For those who are stuck during database update: for me it was “Webcraftic Disable Admin Notices Individually” preventing the scheduler to show the run/cancel function. If you do not see the run/cancel below any of the jobs, you might want to start by disabling plugins.",5,https://wordpress.org/support/topic/not-working-3151/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 23, 2020",failed uploded,failed uploded,1,https://wordpress.org/support/topic/failed-uploded/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 20, 2020",Logo option is nice,"This is a wonderful plugin!  Out of the box, so to speak, it comes with great features for e-commerce and it integrates nicely with other plugins.  I just discovered the option to add my company’s logo, which I found useful.  Therefore, I highly recommend this piece of software.",5,https://wordpress.org/support/topic/logo-option-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 20, 2020",Wouldn’t recommend it to my worst enemy,"I’ve wasted countless hours on support over the course of a few years (with both Woo and 3rd party vendors) as well as thousands of dollars on this absolute piece of work.
I wouldn’t recommend this to anyone in their right mind.",1,https://wordpress.org/support/topic/wouldnt-recommend-it-to-my-worst-enemy/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 19, 2020",awesome,great plugin,5,https://wordpress.org/support/topic/awesome-7351/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 18, 2020",Has everything you need to create e-shop,"Has everything you need to create e-shop. No matter how complex it is, it will give you what you need it to do!",5,https://wordpress.org/support/topic/has-everything-you-need-to-create-e-shop/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 18, 2020",Top of the top,This is unbelievable tool. I can’t call it plugin it’s an application which really simplify and very nice extend functionality of the wp. Nice solution right from the box with alot of additional plugins in directory. Thank You!,5,https://wordpress.org/support/topic/top-of-the-top-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 16, 2020",Perfect,Perfect plugin,5,https://wordpress.org/support/topic/perfect-6791/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 16, 2020",Great plugin,Easy to use and expandable to infinity.,5,https://wordpress.org/support/topic/great-plugin-24415/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 14, 2020",Excelente!,Muy bueno!,5,https://wordpress.org/support/topic/excelente-1853/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 13, 2020",Great!,Great! Help lot of people!,5,https://wordpress.org/support/topic/great-10701/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 11, 2020",Free webshop!,Using this for quite a while now and for free you can easily get your own webshop. Isn’t that great?,5,https://wordpress.org/support/topic/free-webshop/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 8, 2020",Easiest e-commerce website,"Just tank you! best plugin ever, even if you use the free version.",5,https://wordpress.org/support/topic/easiest-e-commerce-website/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 8, 2020",Worst plugin ever,"Biggest scam ever. This is really a crappy bulshit plugin. If you really want to use it you need to spend a lot of money before your site is really as you want it. We have a really small store, how do you think we cant effort multiple times 50$~150$ to get an functional website? I really will not tell anyone to start using this scammy plugin, shame on you!
	
		This topic was modified 3 years, 8 months ago by rahendri.",1,https://wordpress.org/support/topic/worst-plugin-ever-47/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 7, 2020",Good plugins,"Thank you so much, good plugin",5,https://wordpress.org/support/topic/good-plugins-53/,WooCommerce,.org Product Review,TBD,.org review harvester
"January 4, 2020",Great plugin,The best e-commorce plugin for WordPress.,5,https://wordpress.org/support/topic/great-plugin-24263/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 12, 2020",Make Woo tables separate from post and postmeta,"WooCommerce needs to take this forward and separate the woo data from post and post meta. Rather than storing product meta in row-wise, it should come up with the solution of column-wise data store. It’s really hard to manage big eCommerce websites in the existing table and data storing structure of WooCommerce. 
For the case of easily manageable meta-data of products, provide the facilty of adding columns in a table just like Magento does.",4,https://wordpress.org/support/topic/make-woo-tables-separate-from-post-and-postmeta/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 29, 2019",Works great,"woo plugin is great, and no errors with our other plugins",5,https://wordpress.org/support/topic/works-great-6336/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 29, 2019",Woocommerce,"I would love to give a 5 star but and that is the only but it is costly to buy or even better to you to rent all the software or plug-ins as you call them, to hire them annually when you want a commercial shop!",5,https://wordpress.org/support/topic/woocommerce-491/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 27, 2019",Woo is everything you need,Fairly easy to use and it has plenty of tools to customize your store.,5,https://wordpress.org/support/topic/woo-is-everything-you-need/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 25, 2019",Great and best ecommerce plugin,thanks,5,https://wordpress.org/support/topic/great-and-best-ecommerce-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 20, 2019",The Best!,The Best!,5,https://wordpress.org/support/topic/the-best-1632/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 18, 2019",La mejor forma de vender online,"Antes de conocer Woocommerce trabajaba con Prestashop, y la diferencia es abismal. Desde que lo conocí no he dejado de maravillarme con su facilidad de manejo y sus enormes posibilidades de personalización.",5,https://wordpress.org/support/topic/la-mejor-forma-de-vender-online/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 17, 2019",All time great e-commerce solution,All-time great e-commerce solution one-click solution`,5,https://wordpress.org/support/topic/all-time-great-e-commerce-solution/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 16, 2019",Der King unter den Shop-Systemen,Umfangreich und für kleine und große Shops bestens geeignet,5,https://wordpress.org/support/topic/der-king-unter-den-shop-systemen/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 15, 2019",40034 in Stock 207867 orders,"Whindshield Car Holder is great and Cool holder, satisfy and make you easy travel to anywhere
	
		This topic was modified 3 years, 11 months ago by nazario1.
	
	
		This topic was modified 3 years, 11 months ago by nazario1.",5,https://wordpress.org/support/topic/5-121/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 14, 2019",Woo Commerce helped me get a daunting task completed,"with professionalism, courtesy and kindness. chat support has never failed me and documentation is awesome. thank you.",5,https://wordpress.org/support/topic/woo-commerce-helped-me-get-a-daunting-task-completed/,WooCommerce,.org Product Review,TBD,.org review harvester
